Export Country/Territory,Import Country/Territory,Trade_Value
Colombia,Cuba,7726980.149999999
Colombia,Curacao,18066005.31
Colombia,Egypt,216140886.83
Colombia,Guatemala,81290.45
Colombia,Hong Kong SAR,1761748.86
Colombia,Iraq,6434245.93
Colombia,Jordan,17643191.03
Colombia,Kazakhstan,97617.23
Colombia,Lebanon,11299048.38
Colombia,Libya,70351195.08
Colombia,Macao SAR,53617.07
Colombia,Mauritania,156353.47
Colombia,Portugal,25.5
Colombia,Qatar,265475.76
Colombia,Russia,937492934.0
Colombia,Saudi Arabia,83533253.85
Colombia,Spain,14662.49
Colombia,Switzerland,13885.31
Colombia,Turkey,16157880.379999999
Colombia,United Arab Emirates,14735981.84
Colombia,Venezuela,2268208.22
"Congo, D.R.",Angola,1194074.41
"Congo, D.R.","Congo, Republic of the",184742.25
"Congo, D.R.",Rwanda,6592.12
"Congo, Republic of the",Central African Republic,3925.87
"Congo, Republic of the",São Tomé and Príncipe,104.1
Costa Rica,China (mainland),1059632705.94
Costa Rica,El Salvador,241144954.05
Costa Rica,Guatemala,74769598.05
Costa Rica,Honduras,43757065.52
Costa Rica,Jamaica,113967814.94
Costa Rica,Mexico,2174767.77
Costa Rica,Nicaragua,285785250.48
Costa Rica,United States,438004965.83
Croatia,Albania,296322.63
Croatia,Angola,1324908.7
Croatia,Australia,62387442.34
Croatia,Austria,297083371.46
Croatia,Belgium,510198.11
Croatia,Bosnia and Herzegovina,322446997.33
Croatia,Bulgaria,26390272.63
Croatia,Canada,4005935.95
Croatia,"Congo, D.R.",3338657.94
Croatia,"Congo, Republic of the",2598145.28
Croatia,Cyprus,205048.62
Croatia,Czechia,4230175.94
Croatia,Côte d'Ivoire,270936.64
Croatia,Denmark,4422010.44
Croatia,Equatorial Guinea,3765867.14
Croatia,Estonia,6208.13
Croatia,Finland,3078556.99
Croatia,France,19352422.34
Croatia,Gabon,7635474.4799999995
Croatia,Germany,83903693.04
Croatia,Hungary,71247029.31
Croatia,Iceland,8455.23
Croatia,Ireland,13139703.95
Croatia,Israel,148.64
Croatia,Italy,125289019.38
Croatia,Kosovo,67340595.98
Croatia,Latvia,237896.57
Croatia,Lithuania,2322358.84
Croatia,Luxembourg,291831.57
Croatia,"Macedonia, North",100051363.48
Croatia,Malta,750354.71
Croatia,Montenegro,112666918.07000001
Croatia,Netherlands,44437234.15
Croatia,New Zealand,344754.14
Croatia,Norway,59679.31
Croatia,Poland,5619976.95
Croatia,Romania,24488895.6
Croatia,Serbia,1047722392.27
Croatia,Slovakia,4216386.04
Croatia,Slovenia,934406637.1
Croatia,Spain,69393467.83
Croatia,Sweden,129524458.32
Croatia,Switzerland,69263047.54
Croatia,Ukraine,474059.54
Croatia,United Kingdom,85137511.95
Croatia,United States,20735885.080000002
Cuba,Japan,346.87
Cuba,Norway,44748.159999999996
Curacao,Aruba,2351.44
Curacao,Montserrat,5173.04
Cyprus,Austria,191307.34
Cyprus,Bulgaria,7133719.34
Cyprus,Croatia,1679961.82
Cyprus,Côte d'Ivoire,334802.62
Cyprus,France,9733.76
Cyprus,Germany,8383012.02
Cyprus,Greece,3084659.7
Cyprus,Hong Kong SAR,145.66
Cyprus,Ireland,9293.98
Cyprus,Jordan,2131926.74
Cyprus,Lebanon,1297856.05
Cyprus,Netherlands,2784580.62
Cyprus,Poland,2038574.02
Cyprus,Romania,1479252.64
Cyprus,Serbia,2204047.67
Cyprus,Spain,5541305.3
Cyprus,Switzerland,95.46
Cyprus,United Kingdom,6350096.66
Czechia,Armenia,6092229.87
Czechia,Austria,140300288.23
Czechia,Belgium,129352222.5
Czechia,Bosnia and Herzegovina,391031.52
Czechia,Bulgaria,124594729.7
Czechia,Chile,2146.42
Czechia,Croatia,122716685.91
Czechia,Cyprus,6919410.600000001
Czechia,Côte d'Ivoire,416897.43
Czechia,Denmark,82306924.22
Czechia,Estonia,26691896.61
Czechia,Finland,4391391.04
Czechia,France,43966375.980000004
Czechia,Gabon,324588.35
Czechia,Georgia,1089289.4
Czechia,Germany,263035538.22
Czechia,Greece,19058902.44
Czechia,Hong Kong SAR,394644.69
Czechia,Hungary,921866516.9499999
Czechia,Ireland,12557608.33
Czechia,Italy,8438115.65
Czechia,Kazakhstan,12332960.120000001
Czechia,Kosovo,802980.95
Czechia,Latvia,57268007.55
Czechia,Lebanon,908.72
Czechia,Lithuania,110452912.34
Czechia,Luxembourg,242134.15
Czechia,"Macedonia, North",121376.59
Czechia,Maldives,7212.66
Czechia,Malta,5302.6
Czechia,Netherlands,52684152.86
Czechia,Norway,4372562.1
Czechia,"Other Europe, nes.",203713.38
Czechia,Poland,466451315.24
Czechia,Portugal,13622959.040000001
Czechia,Romania,399679752.98
Czechia,Russia,5072644.85
Czechia,Serbia,32253575.2
Czechia,Seychelles,205766.34
Czechia,Slovakia,2893145637.29
Czechia,Slovenia,72519501.23
Czechia,Spain,31306830.14
Czechia,Sweden,23027702.52
Czechia,Switzerland,1135359.66
Czechia,Ukraine,20968043.66
Czechia,United Arab Emirates,2904812.19
Czechia,United Kingdom,84919005.16
Czechia,Uzbekistan,239941.78
Côte d'Ivoire,"Congo, Republic of the",229.72
Côte d'Ivoire,Guinea,157.99
Côte d'Ivoire,Mali,44205.53
Côte d'Ivoire,Senegal,224.82
Denmark,Angola,2687159.31
Denmark,Antigua and Barbuda,7888647.56
Denmark,Argentina,6907248.01
Denmark,Aruba,4145249.82
Denmark,Australia,3082583879.16
Denmark,Austria,127821408.7
Denmark,Bahamas,11739248.05
Denmark,Bahrain,2519821.48
Denmark,Belgium,79849427.53999999
Denmark,Belize,22625912.4
Denmark,Benin,995209.01
Denmark,Bosnia and Herzegovina,1071795.54
Denmark,Brazil,17297.97
Denmark,Bulgaria,159471620.55
Denmark,Canada,719203273.5600001
Denmark,Chile,27275910.54
Denmark,China (mainland),5986174241.14
Denmark,Colombia,138568374.02
Denmark,"Congo, D.R.",1600174.75
Denmark,"Congo, Republic of the",237384.91999999998
Denmark,Croatia,127965682.85
Denmark,Curacao,11565499.29
Denmark,Cyprus,36453601.42
Denmark,Czechia,73126674.35
Denmark,Côte d'Ivoire,11374116.32
Denmark,Dominica,2942078.21
Denmark,Dominican Republic,1944874.32
Denmark,Estonia,142299148.7
Denmark,Faroe Islands,237273089.3
Denmark,Finland,301617097.97
Denmark,France,518437154.68
Denmark,French Polynesia,30046289.12
Denmark,"Gambia, The",57332644.78
Denmark,Georgia,4402404.5
Denmark,Germany,3485084316.87
Denmark,Ghana,1179096.58
Denmark,Gibraltar,1018241.26
Denmark,Greece,297197791.98
Denmark,Greenland,445361696.55
Denmark,Grenada,13685992.54
Denmark,Guam,11216927.51
Denmark,Guatemala,2274509.69
Denmark,Guinea,1256374.51
Denmark,Haiti,3413191.79
Denmark,Hong Kong SAR,196308139.49
Denmark,Hungary,188914371.09
Denmark,Iceland,181428999.46
Denmark,India,1316145.08
Denmark,Indonesia,97064670.9
Denmark,Iran,152.12
Denmark,Ireland,275025665.57
Denmark,Italy,498376487.34999996
Denmark,Japan,9708077383.05
Denmark,Jordan,5543205.11
Denmark,Kazakhstan,4324282.33
Denmark,Kiribati,2839363.8
Denmark,Kuwait,26864329.15
Denmark,Latvia,52651576.78
Denmark,Lebanon,4483547.47
Denmark,Liberia,905657.82
Denmark,Lithuania,51932347.22
Denmark,Luxembourg,452551.54
Denmark,"Macedonia, North",5488501.4399999995
Denmark,Malaysia,506033590.73
Denmark,Maldives,6975123.24
Denmark,Malta,65398355.6
Denmark,Mauritius,32089919.490000002
Denmark,Mexico,56086915.34
Denmark,Micronesia,1422185.37
Denmark,Moldova,2396722.9
Denmark,Mongolia,1944077.11
Denmark,Morocco,9020987.18
Denmark,Myanmar,505680.87
Denmark,Nepal,683767.17
Denmark,Netherlands,376826425.09000003
Denmark,New Caledonia,106488054.71
Denmark,New Zealand,184694197.01
Denmark,Niger,3537528.12
Denmark,Nigeria,563639.53
Denmark,Northern Mariana Islands,1438682.22
Denmark,Norway,482038774.52
Denmark,Oman,7576409.52
Denmark,"Other Europe, nes.",1332334.8
Denmark,Panama,159726285.32999998
Denmark,Papua New Guinea,150150072.44
Denmark,Peru,14861961.74
Denmark,Philippines,805431562.95
Denmark,Poland,710886465.65
Denmark,Portugal,74075809.14
Denmark,Qatar,40637601.7
Denmark,Romania,178172712.59
Denmark,Saudi Arabia,9351470.81
Denmark,Serbia,2382818.41
Denmark,Seychelles,16309899.72
Denmark,Sierra Leone,12632007.12
Denmark,Singapore,79815218.79
Denmark,Slovakia,152006087.27
Denmark,Slovenia,2762108.38
Denmark,South Africa,34456603.39
Denmark,South Korea,1568669838.74
Denmark,Spain,1364258840.94
Denmark,St Kitts and Nevis,3969927.58
Denmark,St Lucia,6332980.8100000005
Denmark,St Pierre and Miquelon,146764.29
Denmark,St Vincent and the Grenadines,16737081.459999999
Denmark,Suriname,2655611.56
Denmark,Sweden,4084016168.7599998
Denmark,Switzerland,10396422.51
Denmark,Taiwan,925891376.9
Denmark,Tanzania,166809.4
Denmark,Thailand,5631479.28
Denmark,Togo,3579396.11
Denmark,Turkey,1660880.59
Denmark,Ukraine,121586318.71
Denmark,United Arab Emirates,18202222.740000002
Denmark,United Kingdom,2507452270.21
Denmark,United States,2288131522.71
Denmark,Uruguay,5436621.8
Denmark,Vietnam,70140349.79
Dominica,Montserrat,321.6
Dominica,Senegal,20308.1
Dominican Republic,Anguilla,6562.3
Dominican Republic,Antigua and Barbuda,49476.82
Dominican Republic,Bahamas,109188.26
Dominican Republic,British Virgin Islands,761864.3200000001
Dominican Republic,Cuba,4.19
Dominican Republic,Curacao,127230.58
Dominican Republic,El Salvador,8627357.86
Dominican Republic,Guatemala,103167412.72
Dominican Republic,Haiti,36490637.22
Dominican Republic,Honduras,12895.9
Dominican Republic,Portugal,165.13
Dominican Republic,Turks and Caicos Islands,77388.15
Dominican Republic,United States,1252498.09
Ecuador,Austria,15356.72
Ecuador,Germany,1402008.41
Ecuador,Panama,1760.17
Egypt,Bahrain,6049071.899999999
Egypt,Côte d'Ivoire,9154743.25
Egypt,Gaza Strip,9448967.45
Egypt,Georgia,6898.75
Egypt,Germany,1967157.24
Egypt,Ghana,463944.12
Egypt,Hong Kong SAR,4356696.93
Egypt,Kenya,5946744.42
Egypt,Kuwait,61966409.35
Egypt,Libya,8412377.13
Egypt,Oman,40327.020000000004
Egypt,Pakistan,7250443.89
Egypt,Senegal,2222199.75
Egypt,Seychelles,76.06
Egypt,Spain,38330.38
Egypt,Sudan,1966102.16
Egypt,Tanzania,170884.4
Egypt,Tunisia,460800.99
Egypt,Turkey,406772.03
Egypt,United Arab Emirates,20709912.3
Egypt,Yemen,2146250.91
El Salvador,Germany,21540.31
El Salvador,Guatemala,24775243.79
El Salvador,Honduras,24398516.5
El Salvador,Switzerland,364.66
Equatorial Guinea,Cameroon,75254.77
Equatorial Guinea,São Tomé and Príncipe,8496.17
Estonia,Austria,13053.619999999999
Estonia,Bulgaria,1372530.76
Estonia,"Congo, Republic of the",1430813.23
Estonia,Czechia,4180489.82
Estonia,Côte d'Ivoire,240329.02
Estonia,Denmark,6570922.53
Estonia,Finland,377454868.44
Estonia,France,5392144.42
Estonia,Germany,11229777.95
Estonia,Greece,19306325.7
Estonia,Hungary,31288003.88
Estonia,Iceland,327009.83
Estonia,Ireland,490072.04
Estonia,Italy,7058876.87
Estonia,Latvia,716580485.48
Estonia,Liberia,277281.78
Estonia,Lithuania,295338010.87
Estonia,Netherlands,5320904.46
Estonia,Norway,1248465.3599999999
Estonia,Poland,6989223.53
Estonia,Portugal,699879.03
Estonia,Romania,24192626.02
Estonia,Slovakia,2202.52
Estonia,South Korea,2758510.53
Estonia,Spain,4291707.67
Estonia,Sweden,7872891.98
Estonia,Switzerland,22440.37
Estonia,United Kingdom,113410.47
Eswatini,Mauritania,626648.28
Eswatini,Mozambique,90431.78
Eswatini,Norway,65704001.47
Eswatini,South Africa,143.29
Ethiopia,"Congo, Republic of the",47852.909999999996
Ethiopia,Ireland,2239.48
Ethiopia,Kenya,1965.92
Ethiopia,United Arab Emirates,1746.06
Falkland Islands,United Kingdom,2217100.43
Faroe Islands,Denmark,377992.1
Fiji,American Samoa,35744.77
Fiji,Australia,9639057.73
Fiji,Cook Islands,60595.53
Fiji,Kiribati,9167813.11
Fiji,Marshall Islands,27192.85
Fiji,Nauru,1544738.01
Fiji,New Zealand,21539533.04
Fiji,Niue,24943.28
Fiji,Papua New Guinea,19649.09
Fiji,Solomon Islands,20821596.13
Fiji,Tonga,496423.55
Fiji,Tuvalu,2807049.18
Fiji,Vanuatu,50175775.67
Fiji,Wallis and Futuna Islands,80175.35
Fiji,Western Samoa,14690371.52
Finland,Australia,2352098.41
Finland,Austria,212084.06
Finland,Belgium,137473.6
Finland,Brunei,444.11
Finland,Bulgaria,1508436.93
Finland,Cambodia,374.1
Finland,Canada,6220971.54
Finland,Chile,5074.11
Finland,China (mainland),148430348.69
Finland,"Congo, Republic of the",2389022.57
Finland,Côte d'Ivoire,1623048.29
Finland,Denmark,66342858.6
Finland,Estonia,83993404.05
Finland,France,2153.77
Finland,Georgia,2012476.01
Finland,Germany,5186793.47
Finland,Greece,671078.65
Finland,Greenland,18.26
Finland,Hong Kong SAR,6215002.02
Finland,Hungary,1590780.06
Finland,Iceland,1735.6399999999999
Finland,Indonesia,643.65
Finland,Iraq,175689.23
Finland,Ireland,4268773.05
Finland,Israel,2117.69
Finland,Italy,73311.76
Finland,Japan,215908626.24
Finland,Latvia,4336129.05
Finland,Lebanon,38953.33
Finland,Lithuania,9124353.13
Finland,Luxembourg,3486.64
Finland,"Macedonia, North",1144363.43
Finland,Malaysia,14.19
Finland,Mexico,932.75
Finland,Netherlands,22699567.23
Finland,New Caledonia,4576144.99
Finland,New Zealand,222140743.54
Finland,Norway,182902.54
Finland,Philippines,502.66
Finland,Poland,6733912.67
Finland,Romania,181692.31
Finland,Russia,2798164.75
Finland,Singapore,2844635.1
Finland,Slovakia,1317069.25
Finland,South Korea,309725776.84
Finland,Spain,2357643.78
Finland,Sweden,613463036.53
Finland,Switzerland,164813.71
Finland,Taiwan,1338.55
Finland,United Kingdom,3561136.95
Finland,United States,9476861.42
France,Albania,121668.74
France,Algeria,16409.0
France,Andorra,22001980.34
France,Angola,9255276.61
France,Antigua and Barbuda,601304.02
France,Armenia,64632.31
France,Australia,139460514.35999998
France,Austria,34726429.37
France,Azerbaijan,123883.01
France,Bahamas,420524.33999999997
France,Bahrain,3613822.3
France,Bangladesh,3764228.63
France,Barbados,241073.39
France,Belarus,1318462.8900000001
France,Belgium,3761205957.2599998
France,Benin,5371503.9
France,Brazil,2939645.41
France,British Virgin Islands,1363347.84
France,Bulgaria,322977203.03
France,Burkina Faso,4366787.77
France,Cambodia,23191796.97
France,Cameroon,77878682.78999999
France,Canada,158817745.92
France,Cape Verde,1407035.1
France,Cayman Islands,113723.76
France,Central African Republic,4342271.46
France,Chad,8827779.77
France,Chile,9755906.69
France,China (mainland),2090225359.44
France,Colombia,753459.91
France,Comoros,12718648.129999999
France,"Congo, D.R.",31054570.490000002
France,"Congo, Republic of the",148158880.59
France,Croatia,62325132.05
France,Cuba,860990.36
France,Curacao,42442626.72
France,Cyprus,72019347.38
France,Czechia,381262979.18
France,Côte d'Ivoire,118014807.15
France,Denmark,655617727.43
France,Djibouti,13993891.57
France,Dominica,3387.35
France,Dominican Republic,2827097.29
France,Ecuador,69769.5
France,Egypt,544262.37
France,Equatorial Guinea,8620404.620000001
France,Estonia,36706877.62
France,Ethiopia,27710.25
France,Finland,83782784.13
France,French Polynesia,503436093.07
France,Gabon,305892997.38
France,"Gambia, The",686321.21
France,Georgia,13197721.97
France,Germany,2026819457.01
France,Ghana,74922852.4
France,Greece,103561286.57
France,Grenada,66515.17
France,Guatemala,330101.13
France,Guinea,6472356.01
France,Guyana,9431027.51
France,Haiti,133547.76
France,Hong Kong SAR,139116740.2
France,Hungary,139861808.26
France,Iceland,637648.16
France,India,55932.15
France,Indonesia,3019425.36
France,Iraq,24162.94
France,Ireland,260253064.53
France,Israel,20124985.17
France,Italy,834944170.18
France,Japan,2292709121.36
France,Jordan,540181.54
France,Kazakhstan,26581.55
France,Kenya,739125.76
France,Kuwait,29989907.08
France,Laos,668659.38
France,Latvia,30167434.36
France,Lebanon,5350721.73
France,Liberia,506490.72
France,Libya,4335528.6
France,Liechtenstein,1275.97
France,Lithuania,38506065.32
France,Luxembourg,239085163.33
France,Macao SAR,2883029.66
France,"Macedonia, North",8859421.47
France,Madagascar,18175829.91
France,Malaysia,9747509.03
France,Maldives,6209281.2
France,Mali,11243850.540000001
France,Malta,89224861.31
France,Mauritania,3292603.16
France,Mauritius,142133269.8
France,Mexico,15662639.02
France,Moldova,49564.69
France,Mongolia,2546523.54
France,Montenegro,1147549.08
France,Morocco,71806534.36
France,Mozambique,13026.69
France,Myanmar,1249441.18
France,Namibia,234006.92
France,Netherlands,2323902963.55
France,New Caledonia,316754044.95
France,New Zealand,3996950.13
France,Niger,49643272.1
France,Nigeria,16418593.24
France,Norway,25721957.89
France,Oman,1312000.53
France,Panama,1953406.65
France,Peru,3284230.33
France,Philippines,1181075726.8
France,Poland,595396472.76
France,Portugal,526822243.88
France,Qatar,10230901.56
France,Romania,166450042.03
France,Rwanda,3586.76
France,Saudi Arabia,166205131.64
France,Senegal,98875466.07000001
France,Serbia,5407900.4399999995
France,Seychelles,11217205.77
France,Sierra Leone,5510409.1
France,Singapore,119430575.69
France,Slovakia,119448890.39
France,Slovenia,35595086.87
France,South Africa,92411587.6
France,South Korea,583640138.85
France,Spain,3431232806.75
France,Sri Lanka,153640.38
France,St Barthélemy,45914750.61
France,St Maarten,8371596.99
France,St Pierre and Miquelon,8294445.0200000005
France,Sudan,17079.28
France,Suriname,6666345.4
France,Sweden,225902759.95
France,Switzerland,346122511.63
France,Taiwan,262668783.0
France,Tajikistan,5468.95
France,Tanzania,67939.25
France,Thailand,48381743.2
France,Togo,78036436.38
France,Trinidad and Tobago,1410470.95
France,Tunisia,2061081.18
France,Turkey,381394.68
France,Turkmenistan,7376.28
France,Turks and Caicos Islands,144309.36
France,Uganda,10312.369999999999
France,Ukraine,168297020.8
France,United Arab Emirates,91705162.18
France,United Kingdom,2838766138.01
France,United States,21441922.95
France,Uruguay,1829176.24
France,Uzbekistan,27263.21
France,Vanuatu,722484.5700000001
France,Vietnam,42148924.02
France,Wallis and Futuna Islands,42368550.61
French Polynesia,Cameroon,619105.4400000001
French Polynesia,France,109.16
Gabon,Cameroon,8533.09
"Gambia, The",Mali,86268.03
Gaza Strip,Jordan,57234097.3
Gaza Strip,Kuwait,2897763.41
Gaza Strip,Saudi Arabia,10325143.09
Gaza Strip,United Arab Emirates,6695583.42
Georgia,Armenia,184723550.71
Georgia,Azerbaijan,97292406.58
Georgia,Hong Kong SAR,39490.95
Georgia,Ireland,29698.04
Georgia,Switzerland,2042.8400000000001
Georgia,Turkey,1782197.19
Georgia,Ukraine,3537.11
Georgia,United Arab Emirates,101059.33
Georgia,United Kingdom,129834.53
Georgia,Uzbekistan,4775046.149999999
Germany,Albania,439639.31
Germany,Andorra,7715709.62
Germany,Angola,120596853.91
Germany,Argentina,1422748.36
Germany,Aruba,11673.53
Germany,Australia,9860455.97
Germany,Austria,6619876950.58
Germany,Azerbaijan,146051309.51
Germany,Bahamas,7869708.1899999995
Germany,Bangladesh,25529.13
Germany,Barbados,16961337.69
Germany,Belgium,5634219033.51
Germany,Bosnia and Herzegovina,66904848.89
Germany,Brazil,20623.89
Germany,Brunei,1718750.77
Germany,Bulgaria,865884592.87
Germany,Canada,1007005656.8199999
Germany,Central African Republic,160290.82
Germany,Chile,174162104.61
Germany,China (mainland),22876605.69
Germany,Colombia,148414.0
Germany,"Congo, D.R.",158780963.73
Germany,"Congo, Republic of the",435416180.04
Germany,Croatia,1315422139.35
Germany,Cuba,1076163.68
Germany,Curacao,5979417.5
Germany,Cyprus,241423507.88
Germany,Czechia,2198662586.82
Germany,Côte d'Ivoire,55341743.86
Germany,Denmark,6186888446.39
Germany,Dominican Republic,1693149.76
Germany,Ecuador,16117.369999999999
Germany,Egypt,584862.4
Germany,Equatorial Guinea,3959914.01
Germany,Estonia,104771508.61
Germany,Ethiopia,334176.45
Germany,Falkland Islands,52446.65
Germany,Faroe Islands,451050.27
Germany,Fiji,49823.92
Germany,Finland,903755786.27
Germany,France,12329244151.24
Germany,French Polynesia,297873.24
Germany,Gabon,14184078.85
Germany,"Gambia, The",1394037.92
Germany,Georgia,18767261.24
Germany,Ghana,12151322.86
Germany,Gibraltar,67561.01
Germany,Greece,763290228.41
Germany,Greenland,189275.66
Germany,Haiti,9270674.200000001
Germany,Hong Kong SAR,139771832.27
Germany,Hungary,1558748620.3700001
Germany,Iceland,185134008.23
Germany,India,144189.36
Germany,Indonesia,35963.07
Germany,Iraq,2986057.61
Germany,Ireland,1112950048.88
Germany,Israel,123992.43000000001
Germany,Italy,3458114555.58
Germany,Japan,1203222.46
Germany,Jordan,1699764.6
Germany,Kazakhstan,69352.46
Germany,Kenya,7801260.54
Germany,Kosovo,49724540.39
Germany,Kuwait,209635.61
Germany,Kyrgyzstan,14095741.93
Germany,Latvia,256899771.99
Germany,Lebanon,5529586.1
Germany,Liberia,5490598.74
Germany,Liechtenstein,60511477.24
Germany,Lithuania,251421350.55
Germany,Luxembourg,416334396.14
Germany,Macao SAR,2113419.02
Germany,"Macedonia, North",85110377.42
Germany,Malaysia,952366.36
Germany,Maldives,17354512.83
Germany,Mali,1553525.8900000001
Germany,Malta,185253017.52
Germany,Mauritius,10060994.15
Germany,Moldova,36932365.62
Germany,Mongolia,8652618.61
Germany,Montenegro,38814396.39
Germany,Morocco,65451435.5
Germany,Namibia,46461536.2
Germany,Netherlands,8279361720.09
Germany,New Zealand,398998138.39
Germany,Niger,656921.49
Germany,Nigeria,896917.64
Germany,Norway,22898253.25
Germany,Oman,2563002.44
Germany,Pakistan,57842.48
Germany,Panama,270611.46
Germany,Paraguay,655630.33
Germany,Peru,450725.95
Germany,Philippines,1086039.3
Germany,Poland,4500280782.09
Germany,Portugal,1008787135.18
Germany,Qatar,1727509.76
Germany,Romania,2711696046.68
Germany,Rwanda,17840.54
Germany,San Marino,197026.76
Germany,Saudi Arabia,21105.84
Germany,Serbia,22971240.96
Germany,Seychelles,1913051.01
Germany,Sierra Leone,1515710.17
Germany,Singapore,551583916.49
Germany,Slovakia,832981639.59
Germany,Slovenia,163727048.31
Germany,South Africa,65726591.589999996
Germany,South Korea,8014597.76
Germany,Spain,4443212532.92
Germany,Sri Lanka,131875.92
Germany,Sudan,1643034.99
Germany,Sweden,2203971204.19
Germany,Switzerland,789694116.46
Germany,Tanzania,98228.52
Germany,Thailand,6349288.58
Germany,Turkey,38500134.06
Germany,Ukraine,13247041.67
Germany,United Arab Emirates,56074645.67
Germany,United Kingdom,10894494894.62
Germany,United States,143185697.67
Germany,Uruguay,377511.78
Germany,Uzbekistan,12026132.18
Germany,Vietnam,457680211.1
Germany,Zambia,1735477.16
Ghana,Canada,459.3
Ghana,Chad,349.59999999999997
Ghana,Kenya,179.24
Ghana,United Arab Emirates,442.6
Greece,Albania,16958570.36
Greece,Austria,18688773.14
Greece,Bahamas,20630788.72
Greece,Belgium,56372072.4
Greece,Bermuda,392441.36
Greece,Bulgaria,128114579.47
Greece,Canada,11916.7
Greece,Croatia,413863.89
Greece,Cyprus,388872065.52
Greece,Czechia,1546899.92
Greece,Côte d'Ivoire,1261353.69
Greece,Denmark,6775275.82
Greece,Dominican Republic,25399.2
Greece,Estonia,525767.0599999999
Greece,Faroe Islands,2996.49
Greece,Finland,5633178.72
Greece,France,12868403.53
Greece,Germany,214888608.4
Greece,Hong Kong SAR,1409104.77
Greece,Hungary,2527555.82
Greece,Iceland,61553.89
Greece,Ireland,542599.85
Greece,Italy,72913307.2
Greece,Jamaica,251452.88
Greece,Jordan,449814.47
Greece,Lebanon,92431.52
Greece,Liberia,619404.79
Greece,Lithuania,230063.54
Greece,Macao SAR,152843.16
Greece,"Macedonia, North",14747716.21
Greece,Malta,9574058.28
Greece,Marshall Islands,487306.06
Greece,Netherlands,44068774.46
Greece,New Zealand,36493.7
Greece,Norway,17202.81
Greece,Panama,2865976.49
Greece,Poland,6889771.11
Greece,Portugal,31693091.83
Greece,Qatar,4805405.66
Greece,Romania,140566691.95
Greece,Serbia,23267009.62
Greece,Slovakia,254901.06
Greece,Spain,29709862.8
Greece,St Kitts and Nevis,1639.94
Greece,St Maarten,26157.76
Greece,St Vincent and the Grenadines,119000.12
Greece,Sweden,10714971.24
Greece,Switzerland,5304528.33
Greece,Turkey,9879894.85
Greece,Ukraine,110293.45
Greece,United Arab Emirates,158009.09
Greece,United Kingdom,560794330.65
Greece,Wallis and Futuna Islands,1671108.24
Greenland,Denmark,343.83
Grenada,Germany,1692816.56
Grenada,St Vincent and the Grenadines,3183.84
Guatemala,Costa Rica,60378335.629999995
Guatemala,Dominican Republic,34755895.8
Guatemala,El Salvador,741101021.0699999
Guatemala,Honduras,211905964.45
Guatemala,Kenya,667078.1
Guatemala,Nicaragua,116144923.92
Guatemala,United States,218915.91
Guinea,Mali,85112.98
Guyana,British Virgin Islands,5546.68
Guyana,Cayman Islands,387.28
Haiti,"Gambia, The",161263.11
Haiti,Mali,574520.34
Honduras,Belize,2648.14
Honduras,Cayman Islands,18241.649999999998
Honduras,El Salvador,92642757.84
Honduras,Guatemala,51526959.75
Honduras,Nicaragua,2580762.49
Hong Kong SAR,Albania,60016759.86
Hong Kong SAR,Cambodia,13420718.73
Hong Kong SAR,Germany,242661.15
Hong Kong SAR,Indonesia,1855.26
Hong Kong SAR,Ireland,1419.1499999999999
Hong Kong SAR,Liberia,6314610.53
Hong Kong SAR,Macao SAR,2253882098.96
Hong Kong SAR,Malaysia,34371924.81
Hong Kong SAR,Mauritius,116453.41
Hong Kong SAR,Mexico,712306.54
Hong Kong SAR,New Zealand,43853.0
Hong Kong SAR,Philippines,2554647.83
Hong Kong SAR,Singapore,3053296.4
Hong Kong SAR,South Africa,299213.85000000003
Hong Kong SAR,South Korea,6260512.02
Hong Kong SAR,Thailand,193.6
Hong Kong SAR,United Arab Emirates,267768.51
Hong Kong SAR,United Kingdom,355054.29
Hong Kong SAR,United States,44020263.45
Hong Kong SAR,Vietnam,211049165.71
Hungary,Albania,11373768.120000001
Hungary,Angola,4851355.65
Hungary,Argentina,7725.49
Hungary,Australia,278143.86
Hungary,Austria,1123116139.0
Hungary,Azerbaijan,27450593.53
Hungary,Bahrain,169876.71
Hungary,Belgium,396402502.33
Hungary,Bosnia and Herzegovina,17039655.41
Hungary,Bulgaria,332876265.31
Hungary,Canada,172239209.89
Hungary,Chile,9960610.06
Hungary,China (mainland),87641056.73
Hungary,"Congo, Republic of the",7159768.53
Hungary,Croatia,396262149.63
Hungary,Curacao,10516124.98
Hungary,Cyprus,599410.35
Hungary,Czechia,798687763.21
Hungary,Côte d'Ivoire,879150.82
Hungary,Denmark,59135711.3
Hungary,Estonia,15427553.43
Hungary,Finland,42528602.81
Hungary,France,550288547.3100001
Hungary,Gabon,12659983.79
Hungary,Georgia,49794944.5
Hungary,Germany,3985402260.7599998
Hungary,Gibraltar,8190780.14
Hungary,Greece,164955429.41
Hungary,Haiti,195864.08
Hungary,Hong Kong SAR,8108831.12
Hungary,Iceland,85505.89
Hungary,Ireland,16266218.11
Hungary,Italy,841309663.92
Hungary,Japan,680192.64
Hungary,Jordan,384.48
Hungary,Kosovo,13964515.45
Hungary,Latvia,61151622.21
Hungary,Lithuania,35638658.18
Hungary,"Macedonia, North",82724435.52
Hungary,Malta,24369794.419999998
Hungary,Moldova,94938492.05
Hungary,Mongolia,5402301.28
