Export Country/Territory,Import Country/Territory,Trade_Value
Denmark,Austria,50382098.2
Denmark,Azerbaijan,3155928.28
Denmark,Bahamas,27987326.37
Denmark,Bahrain,6364077.4799999995
Denmark,Bangladesh,75071.65000000001
Denmark,Belarus,65397764.1
Denmark,Belgium,70408511.26
Denmark,Belize,24612357.79
Denmark,Benin,342179.1
Denmark,Bermuda,72772.75
Denmark,Bhutan,90067.69
Denmark,Bosnia and Herzegovina,3282027.89
Denmark,Botswana,3645.49
Denmark,Brazil,365916.21
Denmark,British Virgin Islands,148397.26
Denmark,Brunei,1361803.15
Denmark,Bulgaria,80712569.85
Denmark,Burkina Faso,230127.33000000002
Denmark,Burundi,2398.35
Denmark,Cambodia,563119.16
Denmark,Cameroon,192509.69999999998
Denmark,Canada,213234973.17000002
Denmark,Cape Verde,2595240.34
Denmark,Central African Republic,77010.42000000001
Denmark,Chile,5989795.85
Denmark,China (mainland),2920981141.96
Denmark,Colombia,8966439.3
Denmark,Comoros,39773.25
Denmark,"Congo, D.R.",133750.47
Denmark,"Congo, Republic of the",789033.41
Denmark,Costa Rica,4997.52
Denmark,Croatia,91057732.5
Denmark,Cuba,448160.11
Denmark,Curacao,3232809.72
Denmark,Cyprus,89269995.49
Denmark,Czechia,96863695.29
Denmark,Côte d'Ivoire,3462737.9299999997
Denmark,Djibouti,82683.35
Denmark,Dominica,3965505.82
Denmark,Dominican Republic,1224313.12
Denmark,East Timor,220211.68
Denmark,Egypt,11058648.58
Denmark,Equatorial Guinea,5276841.71
Denmark,Eritrea,74.46000000000001
Denmark,Estonia,77747916.07000001
Denmark,Ethiopia,398093.58
Denmark,Falkland Islands,22223.85
Denmark,Faroe Islands,184756355.53
Denmark,Finland,363043082.46
Denmark,France,598169604.33
Denmark,French Polynesia,19824258.0
Denmark,Gabon,3308138.7
Denmark,"Gambia, The",39431559.92
Denmark,Georgia,5890748.1
Denmark,Germany,2650067830.14
Denmark,Ghana,7614787.91
Denmark,Gibraltar,747860.4299999999
Denmark,Greece,399951727.32
Denmark,Greenland,418864336.16
Denmark,Grenada,14832890.38
Denmark,Guam,41870296.39
Denmark,Guatemala,383650.34
Denmark,Guinea,2209605.66
Denmark,Guinea-Bissau,159796.47
Denmark,Guyana,64112.6
Denmark,Haiti,409096.20999999996
Denmark,Hong Kong SAR,290084168.1
Denmark,Hungary,52197299.45
Denmark,Iceland,73091409.92999999
Denmark,India,2521350.0100000002
Denmark,Indonesia,14721949.25
Denmark,Iran,249861.86000000002
Denmark,Iraq,490666.95
Denmark,Ireland,213934926.2
Denmark,Israel,1151865.48
Denmark,Italy,346254209.51
Denmark,Jamaica,49049.100000000006
Denmark,Japan,10822451075.39
Denmark,Jordan,12383782.49
Denmark,Kazakhstan,2534339.45
Denmark,Kenya,248010.55
Denmark,Kiribati,58274.86
Denmark,Kosovo,507669.11
Denmark,Kuwait,19835801.59
Denmark,Kyrgyzstan,55.41
Denmark,Latvia,18856920.24
Denmark,Lebanon,30469015.44
Denmark,Liberia,2070229.36
Denmark,Libya,14317934.719999999
Denmark,Liechtenstein,33805.62
Denmark,Lithuania,39979010.62
Denmark,Luxembourg,2455079.45
Denmark,Macao SAR,263972.89
Denmark,"Macedonia, North",1814837.58
Denmark,Madagascar,10906.460000000001
Denmark,Malawi,20755.469999999998
Denmark,Malaysia,69230059.69
Denmark,Maldives,3644295.8
Denmark,Mali,549340.6
Denmark,Malta,97220623.7
Denmark,Mauritania,841276.72
Denmark,Mauritius,30239920.28
Denmark,Mexico,33792026.56
Denmark,Micronesia,352248.63
Denmark,Moldova,618616.17
Denmark,Mongolia,292925.51
Denmark,Montenegro,81725.56
Denmark,Montserrat,158788.57
Denmark,Morocco,1145183.93
Denmark,Mozambique,76462.63
Denmark,Myanmar,1006039.0
Denmark,Namibia,116552.43
Denmark,Nepal,1287677.02
Denmark,Netherlands,385984043.06
Denmark,Netherlands Antilles,4020674.43
Denmark,New Caledonia,81099937.39
Denmark,New Zealand,138994178.56
Denmark,Niger,1087277.19
Denmark,Nigeria,905918.76
Denmark,Norfolk Island,41315.48
Denmark,North Korea,156678.84
Denmark,Northern Mariana Islands,1159652.3599999999
Denmark,Norway,306126556.06
Denmark,Oman,6945684.87
Denmark,"Other Europe, nes.",95093.42
Denmark,Pakistan,306548.63
Denmark,Panama,168301551.25
Denmark,Papua New Guinea,106907098.02
Denmark,Peru,9031221.93
Denmark,Philippines,163429152.94
Denmark,Poland,156341379.67000002
Denmark,Portugal,39562520.22
Denmark,Qatar,33224667.64
Denmark,Romania,185899282.0
Denmark,Russia,1746563549.1
Denmark,Rwanda,1644.7800000000002
Denmark,Saudi Arabia,27298137.630000003
Denmark,Senegal,3069653.63
Denmark,Serbia,2589113.95
Denmark,Seychelles,13447999.68
Denmark,Sierra Leone,9135254.7
Denmark,Singapore,120100098.01
Denmark,Slovakia,22788030.68
Denmark,Slovenia,4558624.0
Denmark,Solomon Islands,46896.69
Denmark,Somalia,2154.35
Denmark,South Africa,37674254.46
Denmark,South Korea,958174711.67
Denmark,Spain,643338292.97
Denmark,Sri Lanka,438495.69999999995
Denmark,St Kitts and Nevis,3417195.63
Denmark,St Lucia,6418031.34
Denmark,St Maarten,4656.28
Denmark,St Pierre and Miquelon,164261.79
Denmark,St Vincent and the Grenadines,13852932.01
Denmark,Sudan,264678.01
Denmark,Suriname,3462286.43
Denmark,Sweden,3610373135.24
Denmark,Switzerland,4643880.16
Denmark,São Tomé and Príncipe,64067.05
Denmark,Taiwan,469024471.31
Denmark,Tajikistan,211.29
Denmark,Tanzania,429547.52
Denmark,Thailand,3785336.24
Denmark,Togo,1804002.04
Denmark,Tonga,222083.79
Denmark,Tunisia,91831.89
Denmark,Turkey,3159944.48
Denmark,Turkmenistan,8146799.72
Denmark,US Miscellaneous Pacific Islands,293296.44
Denmark,Uganda,118094.47
Denmark,Ukraine,32877053.59
Denmark,United Arab Emirates,49220139.160000004
Denmark,United Kingdom,3141338694.98
Denmark,United States,2784105143.13
Denmark,Uruguay,6991068.97
Denmark,Uzbekistan,265205.75
Denmark,Venezuela,1500297.94
Denmark,Vietnam,46395127.27
Denmark,Western Samoa,63810.77
Denmark,Yemen,153879.81
Denmark,Zimbabwe,263.31
Djibouti,Angola,1206719.44
Djibouti,Anguilla,103.16
Djibouti,Bahrain,22210.4
Djibouti,Belize,5395.05
Djibouti,Greenland,2370.13
Djibouti,Hong Kong SAR,588046.45
Djibouti,Seychelles,3987.32
Djibouti,Spain,1443.78
Djibouti,Togo,2221.08
Dominica,Antigua and Barbuda,12549.359999999999
Dominica,Austria,6850.57
Dominica,France,33980.53
Dominica,Montserrat,57243.3
Dominica,Seychelles,342.68
Dominica,South Africa,53877.38
Dominica,St Kitts and Nevis,25609.68
Dominica,St Lucia,51596.200000000004
Dominica,St Vincent and the Grenadines,581.8
Dominica,Vietnam,24935.56
Dominican Republic,Anguilla,5975.56
Dominican Republic,Antigua and Barbuda,139040.47
Dominican Republic,Bahamas,29069.12
Dominican Republic,Barbados,18821.64
Dominican Republic,British Virgin Islands,291924.97
Dominican Republic,Chile,2630.87
Dominican Republic,Cuba,3368528.23
Dominican Republic,Curacao,223144.25
Dominican Republic,Dominica,59.52
Dominican Republic,El Salvador,8150626.83
Dominican Republic,France,713.27
Dominican Republic,Grenada,467.96
Dominican Republic,Guatemala,7333400.399999999
Dominican Republic,Haiti,128923949.45
Dominican Republic,Honduras,5072.85
Dominican Republic,Hong Kong SAR,40217.53
Dominican Republic,Jamaica,70722.41
Dominican Republic,Liberia,16589.51
Dominican Republic,Montserrat,43.08
Dominican Republic,Namibia,252.72
Dominican Republic,Netherlands Antilles,432546.06
Dominican Republic,Panama,24358.2
Dominican Republic,Seychelles,69.8
Dominican Republic,St Kitts and Nevis,24207.97
Dominican Republic,St Lucia,509.03999999999996
Dominican Republic,St Maarten,162761.4
Dominican Republic,Suriname,240471.28000000003
Dominican Republic,Switzerland,613.6600000000001
Dominican Republic,Trinidad and Tobago,825.6
Dominican Republic,Turks and Caicos Islands,270863.03
Dominican Republic,United States,59180.83
Dominican Republic,Venezuela,117.94
Dominican Republic,Vietnam,39778.24
East Timor,France,36622.960000000014
East Timor,Iran,224424.99
East Timor,Senegal,24374.48
Ecuador,Austria,17372.43
Ecuador,Bolivia,89759.4
Ecuador,Chile,192.4
Ecuador,Colombia,2489726.25
Ecuador,Costa Rica,24.23
Ecuador,Cuba,163.32
Ecuador,France,7435.47
Ecuador,Germany,511015.51999999996
Ecuador,Ireland,325731.92
Ecuador,New Zealand,10587.8
Ecuador,Panama,269.95
Ecuador,Portugal,286.29
Ecuador,South Korea,78.84
Ecuador,Spain,8359.02
Ecuador,Switzerland,8367.71
Ecuador,United States,50935.76
Ecuador,Venezuela,283.85
Egypt,Australia,2131.74
Egypt,Austria,2952.51
Egypt,Bahrain,1032387.97
Egypt,Botswana,29.35
Egypt,Cameroon,30199.53
Egypt,Chad,732.46
Egypt,"Congo, D.R.",1977.45
Egypt,Côte d'Ivoire,1271346.05
Egypt,Djibouti,29037.97
Egypt,Eritrea,95892.03
Egypt,Ethiopia,4223.12
Egypt,France,27340.82
Egypt,"Gambia, The",24929.67
Egypt,Gaza Strip,651754.37
Egypt,Georgia,3367.24
Egypt,Germany,72292.62000000001
Egypt,Ghana,287930.52999999997
Egypt,Guinea,4438.99
Egypt,Hong Kong SAR,4262806.890000001
Egypt,Iraq,375232.3
Egypt,Ireland,15.77
Egypt,Italy,53605.43
Egypt,Jordan,531632.71
Egypt,Kazakhstan,851.4399999999999
Egypt,Kenya,1305716.6600000001
Egypt,Kuwait,51418512.47
Egypt,Lebanon,18910.760000000002
Egypt,Liberia,8230.35
Egypt,Libya,949293.21
Egypt,Malaysia,195111.29000000004
Egypt,Maldives,8426.14
Egypt,Mali,275037.24
Egypt,Mauritius,481954.24
Egypt,Morocco,2387.27
Egypt,Mozambique,1098.64
Egypt,Nigeria,10993.77
Egypt,Norway,173.78
Egypt,Oman,244481.65000000002
Egypt,Pakistan,2796699.35
Egypt,Paraguay,70121.81
Egypt,Philippines,8577.05
Egypt,Qatar,2457523.16
Egypt,Romania,64346.63
Egypt,Saudi Arabia,2317201.68
Egypt,Senegal,129194.26
Egypt,Singapore,127050.12
Egypt,Slovenia,156.42
Egypt,Somalia,23041.28
Egypt,South Africa,1320.34
Egypt,Spain,2275.09
Egypt,Sudan,481231.56
Egypt,Switzerland,4727.12
Egypt,Syria,340744.92000000004
Egypt,Tanzania,13649.53
Egypt,Thailand,14.74
Egypt,Tunisia,449179.98
Egypt,Turkey,1459.74
Egypt,Uganda,2314.95
Egypt,Ukraine,111629.91
Egypt,United Arab Emirates,24379277.94
Egypt,Vietnam,204482.00000000003
Egypt,Yemen,356370.67
El Salvador,Costa Rica,201117.97
El Salvador,Cuba,11.44
El Salvador,Dominican Republic,6.46
El Salvador,Germany,168322.59999999998
El Salvador,Guatemala,69032986.6
El Salvador,Honduras,58959822.44
El Salvador,Mexico,1781424.57
El Salvador,Nicaragua,4675.67
El Salvador,Panama,59184.96
El Salvador,Turkey,9737.2
El Salvador,United States,44742.15
El Salvador,Venezuela,35033.22
Equatorial Guinea,Angola,1089352.63
Equatorial Guinea,Cameroon,86824.37
Equatorial Guinea,Ghana,29.6
Equatorial Guinea,São Tomé and Príncipe,22276.54
Equatorial Guinea,United Arab Emirates,1171.32
Eritrea,Angola,138669.96
Eritrea,Germany,85237.37
Eritrea,Malaysia,43197.55
Eritrea,New Caledonia,4414.84
Eritrea,Tanzania,22890.36
Eritrea,Thailand,334.92
Estonia,Austria,46666.920000000006
Estonia,Azerbaijan,2301675.92
Estonia,Belarus,181946.41
Estonia,Belgium,207965.34
Estonia,Bulgaria,5407640.220000001
Estonia,China (mainland),27334.72
Estonia,"Congo, D.R.",26278.91
Estonia,"Congo, Republic of the",84735.15
Estonia,Croatia,1475449.9200000002
Estonia,Czechia,2896758.96
Estonia,Côte d'Ivoire,509969.88
Estonia,Denmark,7077343.12
Estonia,Ecuador,7515.43
Estonia,Finland,223286019.79
Estonia,France,1723043.82
Estonia,Georgia,525671.8099999999
Estonia,Germany,6495465.69
Estonia,Greece,9542061.620000001
Estonia,Haiti,39066.14
Estonia,Hong Kong SAR,571960.11
Estonia,Hungary,14799637.280000001
Estonia,Iceland,153891.07
Estonia,Iraq,31597.85
Estonia,Ireland,476573.67999999993
Estonia,Italy,7064489.96
Estonia,Kazakhstan,233.97
Estonia,Latvia,370980377.57
Estonia,Lebanon,35953.16
Estonia,Liberia,23567.03
Estonia,Lithuania,129376312.14999999
Estonia,"Macedonia, North",472241.42
Estonia,Malta,89439.34
Estonia,Netherlands,4800085.66
Estonia,New Zealand,4074444.6599999997
Estonia,Norway,307393.21
Estonia,"Other Europe, nes.",35803.15
Estonia,Poland,12767574.020000001
Estonia,Portugal,1428919.56
Estonia,Romania,31827817.93
Estonia,Russia,28242684.54
Estonia,San Marino,132475.89
Estonia,Saudi Arabia,355.05
Estonia,Slovakia,896777.74
Estonia,Slovenia,639097.09
Estonia,South Korea,129314.55
Estonia,Spain,1266028.97
Estonia,St Vincent and the Grenadines,2041.1599999999999
Estonia,Sweden,13617693.52
Estonia,Switzerland,2225394.23
Estonia,Turkey,4350.3
Estonia,Ukraine,2675349.44
Estonia,United Kingdom,526167.9199999999
Estonia,Vietnam,170298.44
Eswatini,Benin,29327.36
Eswatini,France,100938.45
Eswatini,Hong Kong SAR,5019.31
Eswatini,Kuwait,2406.09
Eswatini,Mali,13685.32
Eswatini,Mauritania,49603.979999999996
Eswatini,Mozambique,205158.58
Eswatini,Norway,36075881.93
Eswatini,Senegal,13616.25
Eswatini,Seychelles,15000.06
Eswatini,South Africa,51751.94
Ethiopia,Angola,3774114.87
Ethiopia,Bahrain,77351.76
Ethiopia,Bangladesh,1366.69
Ethiopia,Belgium,202.65
Ethiopia,Burkina Faso,8258.2
Ethiopia,Chad,8196.53
Ethiopia,Comoros,1110069.35
Ethiopia,"Congo, Republic of the",14220.81
Ethiopia,Côte d'Ivoire,353.57
Ethiopia,Djibouti,209733.79
Ethiopia,Dominican Republic,1158.36
Ethiopia,Egypt,1312462.24
Ethiopia,Gabon,705.04
Ethiopia,Ghana,31.98
Ethiopia,Guinea-Bissau,8196.53
Ethiopia,Hong Kong SAR,2397800.59
Ethiopia,Ireland,96.56
Ethiopia,Jordan,242699.4
Ethiopia,Kenya,11594.51
Ethiopia,Kuwait,1417926.77
Ethiopia,Liberia,337.62
Ethiopia,Maldives,42.68
Ethiopia,Niger,5515.84
Ethiopia,Nigeria,298.8
Ethiopia,Oman,1953.6
Ethiopia,Pakistan,28782.92
Ethiopia,Palau,7074.0
Ethiopia,Qatar,17423.29
Ethiopia,Seychelles,23.64
Ethiopia,Somalia,33790.16
Ethiopia,Tanzania,7089.52
Ethiopia,Uganda,15582.72
Ethiopia,United Arab Emirates,489113.18
Falkland Islands,France,80277.2
Falkland Islands,Ireland,1439.43
Falkland Islands,Namibia,3403.16
Falkland Islands,Netherlands,193.4
Falkland Islands,Seychelles,308.4
Falkland Islands,Spain,4167.42
Falkland Islands,United Kingdom,574357.75
Faroe Islands,Austria,14475.27
Faroe Islands,Denmark,107923.45
Faroe Islands,Iceland,265.87
Faroe Islands,Ireland,199037.29
Faroe Islands,Namibia,2134.12
Faroe Islands,United Kingdom,3639.19
Fiji,American Samoa,163116.42
Fiji,Australia,2739328.3
Fiji,Christmas Island,59662.73
Fiji,Cook Islands,37845.42
Fiji,French Polynesia,32595.14
Fiji,Guam,7757.49
Fiji,Kiribati,7321626.05
Fiji,Marshall Islands,83012.6
Fiji,Mauritius,247070.09
Fiji,Micronesia,619227.8
Fiji,Namibia,2218.72
Fiji,Nauru,1199824.28
Fiji,New Zealand,16723499.33
Fiji,Niue,11631.77
Fiji,Palau,1037.44
Fiji,Papua New Guinea,2053405.69
Fiji,Sierra Leone,9116.6
Fiji,Solomon Islands,10255631.11
Fiji,Tonga,4170319.46
Fiji,Tuvalu,4870608.69
Fiji,Vanuatu,38970757.74
Fiji,Wallis and Futuna Islands,1243266.7
Fiji,Western Samoa,8022158.91
Finland,Angola,86987.13
Finland,Argentina,1.84
Finland,Australia,3875092.49
Finland,Austria,206261.26
Finland,Barbados,6.84
Finland,Belarus,143675.68
Finland,Belgium,677108.39
Finland,Benin,108695.71
Finland,Bhutan,351.41
Finland,Bosnia and Herzegovina,158178.43
Finland,Brunei,76.44
Finland,Bulgaria,609050.65
Finland,Cambodia,393.93
Finland,Canada,18993661.64
Finland,Chile,13.27
Finland,China (mainland),99334495.51
Finland,"Congo, D.R.",89290.7
Finland,"Congo, Republic of the",1077982.75
Finland,Croatia,43070.65
Finland,Cyprus,411084.07000000007
Finland,Czechia,376714.02
Finland,Côte d'Ivoire,245200.01
Finland,Denmark,54529222.410000004
Finland,Egypt,4099.24
Finland,Estonia,89079375.38
Finland,France,669676.93
Finland,"Gambia, The",2070.96
Finland,Georgia,1287632.98
Finland,Germany,4240355.84
Finland,Ghana,26116.89
Finland,Gibraltar,1406.87
Finland,Greece,7617219.04
Finland,Guam,78362.84999999999
Finland,Hong Kong SAR,13355416.34
Finland,Hungary,1150043.19
Finland,Iceland,22640.32
Finland,India,2.05
Finland,Indonesia,117.25000000000001
Finland,Iraq,5133.53
Finland,Ireland,1341519.74
Finland,Israel,551.84
Finland,Italy,553226.01
Finland,Japan,174053888.02
Finland,Kosovo,5999.54
Finland,Kyrgyzstan,189.07
Finland,Latvia,4861695.54
Finland,Lebanon,34825.3
Finland,Liechtenstein,418.05
Finland,Lithuania,6430689.62
Finland,Luxembourg,42486.93
Finland,Macao SAR,20.09
Finland,"Macedonia, North",44074.020000000004
Finland,Malaysia,61225.36
Finland,Malta,14207.85
Finland,Mexico,163.11
Finland,Moldova,72.41
Finland,Mozambique,2167.31
Finland,Netherlands,4664759.01
Finland,New Caledonia,1741412.8699999999
Finland,New Zealand,298382686.33
Finland,Norway,6541002.08
Finland,Pakistan,152.0
Finland,Peru,34.57
Finland,Philippines,512.65
Finland,Poland,9447043.42
Finland,Portugal,82371.70999999999
Finland,Romania,276113.08
Finland,Russia,119798396.22
Finland,Serbia,81.60000000000001
Finland,Singapore,4699895.15
Finland,Slovakia,528260.03
Finland,Slovenia,596729.6699999999
Finland,South Africa,1304.43
Finland,South Korea,176570030.64
Finland,Spain,1308356.67
Finland,Sweden,327723617.09
Finland,Switzerland,14917.56
Finland,Taiwan,2154455.85
Finland,Thailand,67725.95
Finland,Turkey,7.04
Finland,Uganda,36.98
Finland,Ukraine,300178.09
Finland,United Arab Emirates,918.8399999999999
Finland,United Kingdom,6282901.35
Finland,United States,52638371.93
Finland,Vietnam,119935.31999999998
France,Afghanistan,127615.70999999999
France,Albania,525286.31
France,Algeria,10709377.67
France,Andorra,26959074.37
France,Angola,74697676.21
France,Anguilla,18624.8
France,Antigua and Barbuda,269054.25
France,Argentina,302124.86
France,Armenia,5173243.76
France,Aruba,983999.84
France,Australia,20027065.0
France,Austria,55660005.76
France,Azerbaijan,1268327.1
France,Bahamas,360319.50999999995
France,Bahrain,3608010.66
France,Bangladesh,1553210.5799999998
France,Barbados,115761.24
France,Belarus,6248987.8
France,Belgium,3348640556.66
France,Belize,80229.55
France,Benin,26570724.21
France,Bermuda,14425.01
France,Bhutan,160.08
France,Bolivia,18019.77
France,Bosnia and Herzegovina,850911.64
France,Brazil,4953753.88
France,British Virgin Islands,469327.6
France,Brunei,114740.61
France,Bulgaria,162609342.53
France,Burkina Faso,3982646.62
France,Burundi,693.22
France,Cambodia,3394247.22
France,Cameroon,66082211.35
France,Canada,46588887.06
France,Cape Verde,466456.63
France,Cayman Islands,229678.01
France,Central African Republic,1710217.8
France,Chad,10541698.209999999
France,Chile,4658073.0
France,China (mainland),1029022136.69
France,Colombia,1893752.11
France,Comoros,2846255.83
France,"Congo, D.R.",67775561.17
France,"Congo, Republic of the",172268587.71
France,Cook Islands,116.44
France,Costa Rica,133387.71
France,Croatia,29508213.77
France,Cuba,61545.619999999995
France,Curacao,16677883.7
France,Cyprus,61096640.67
France,Czechia,179595015.36
France,Côte d'Ivoire,80708317.22
France,Denmark,308933975.34
France,Djibouti,14879170.37
France,Dominica,23111.43
France,Dominican Republic,1530310.3699999999
France,East Timor,120044.04000000001
France,Ecuador,186155.74
France,Egypt,3644534.21
France,El Salvador,53962.45
France,Equatorial Guinea,20213853.34
France,Eritrea,12388.559999999998
France,Estonia,17021067.52
France,Ethiopia,589782.71
France,Faroe Islands,10201.640000000001
France,Fiji,9574.310000000001
France,Finland,80216171.83
France,French Polynesia,244380900.72
France,Gabon,238564850.49
France,"Gambia, The",444907.24
France,Gaza Strip,7481529.63
France,Georgia,6813590.88
France,Germany,2144493133.34
France,Ghana,86251081.81
France,Gibraltar,485242.02
France,Greece,194160300.54
France,Grenada,27908.6
France,Guam,156.42
France,Guatemala,629595.85
France,Guinea,6606399.92
France,Guinea-Bissau,60620.810000000005
France,Guyana,4260775.33
France,Haiti,2045475.6500000001
France,Honduras,1641.28
France,Hong Kong SAR,184829466.23
France,Hungary,155672044.25
France,Iceland,1056413.39
France,India,457894.68
France,Indonesia,5398216.569999999
France,Iran,1768.91
France,Iraq,3147430.82
France,Ireland,206702097.93
France,Israel,34239506.69
France,Italy,878944817.8
France,Jamaica,569111.2999999999
France,Japan,1093823146.58
France,Jordan,4928708.07
France,Kazakhstan,866182.58
France,Kenya,603662.11
France,Kosovo,544453.13
France,Kuwait,17848274.49
France,Kyrgyzstan,30679.510000000002
France,Laos,219143.23
France,Latvia,20735945.91
France,Lebanon,24596667.77
France,Liberia,1430357.4100000001
France,Libya,1160908.51
France,Liechtenstein,11100.4
France,Lithuania,18551738.25
France,Luxembourg,247814351.82
France,Macao SAR,962546.28
France,"Macedonia, North",5134214.83
France,Madagascar,7998500.87
France,Malaysia,37243338.07
France,Maldives,4538926.09
France,Mali,11441172.32
France,Malta,58107994.0
France,Mauritania,2596511.55
France,Mauritius,71089444.38
France,Mayotte,21885282.22
France,Mexico,16645308.28
France,Moldova,379442.1
France,Mongolia,65420.62
France,Montenegro,219686.93
France,Morocco,78124996.22
France,Mozambique,310951.23
France,Myanmar,476232.3
France,Namibia,184667.96000000002
France,Nepal,32560.32
France,Netherlands,999409895.35
France,Netherlands Antilles,10887007.89
France,New Caledonia,261803532.75
France,New Zealand,5465124.98
France,Nicaragua,13746.64
France,Niger,5036419.09
France,Nigeria,10710462.95
France,North Korea,7237.7
France,Norway,30061898.09
France,Oman,4158590.4699999997
France,"Other Europe, nes.",319059.03
France,Pakistan,14434.72
France,Panama,1293510.79
France,Papua New Guinea,16722.63
France,Paraguay,41588.84
France,Peru,293500.43
France,Philippines,422001150.37
France,Poland,170284217.91
France,Portugal,386298864.22
France,Qatar,11345458.42
France,Romania,246532429.32999998
France,Russia,735722929.79
France,Rwanda,56793.03
France,San Marino,119209.9
France,Saudi Arabia,135031453.09
France,Senegal,37314790.68
France,Serbia,6163322.15
France,Seychelles,8845802.26
France,Sierra Leone,366186.22
France,Singapore,138583204.69
France,Slovakia,42728908.96
France,Slovenia,23031914.14
France,Solomon Islands,4109.31
France,South Africa,110053477.99
France,South Korea,638531728.29
France,Spain,2335263150.25
France,Sri Lanka,845985.22
France,St Barthélemy,18703454.53
France,St Kitts and Nevis,5551.25
France,St Lucia,41770.05
France,St Maarten,6506578.36
France,St Pierre and Miquelon,5625422.5600000005
France,St Vincent and the Grenadines,18507.420000000002
France,Sudan,80153.3
France,Suriname,2826189.54
France,Sweden,163713008.77
France,Switzerland,303615538.49
France,Syria,2131061.3600000003
France,São Tomé and Príncipe,187794.79
France,Taiwan,64153800.81
France,Tajikistan,204755.98
France,Tanzania,607865.35
France,Thailand,16373700.62
France,Togo,48605570.25
France,Tokelau,95052.6
France,Tonga,90457.84
France,Trinidad and Tobago,2671449.9
France,Tunisia,4311633.05
France,Turkey,1860445.8900000001
France,Turkmenistan,367772.26
France,Turks and Caicos Islands,205736.11
France,Uganda,50533.2
France,Ukraine,41589437.33
France,United Arab Emirates,81870353.58
France,United Kingdom,2813092754.7200003
France,United States,7982044.4
France,Uruguay,2250879.96
France,Uzbekistan,1029246.53
France,Vanuatu,935331.27
France,Vatican City,2919.08
France,Venezuela,747944.1799999999
France,Vietnam,23180784.71
France,Wallis and Futuna Islands,21966138.73
France,Yemen,3041077.8
France,Zambia,410154.52
France,Zimbabwe,19312.79
French Polynesia,Cameroon,125015.12999999999
French Polynesia,France,4051.94
French Polynesia,New Caledonia,185.75
French Polynesia,Pitcairn Island,7494.5599999999995
French Polynesia,Seychelles,759.8
French Polynesia,Spain,11.68
French Polynesia,Tonga,31.52
Gabon,Cameroon,1533.75
Gabon,Hong Kong SAR,146720.2
Gabon,Ireland,459070.06
Gabon,Philippines,8934.7
Gabon,Portugal,429.87
Gabon,Seychelles,83205.02
Gabon,Spain,303.92
Gabon,São Tomé and Príncipe,417.84000000000003
"Gambia, The",Austria,269.84000000000003
"Gambia, The",Bahrain,1404.12
"Gambia, The",Ghana,149.62
"Gambia, The",Guinea,310404.57
"Gambia, The",Guinea-Bissau,242392.38000000003
"Gambia, The",Hong Kong SAR,88146.49
"Gambia, The",Mali,1337432.17
"Gambia, The",Mauritania,2000.72
"Gambia, The",Sierra Leone,15283.74
"Gambia, The",Singapore,35638.27
Gaza Strip,Algeria,73.52
Gaza Strip,Bahrain,24224.07
Gaza Strip,Cameroon,199991.59
Gaza Strip,Gabon,17793.72
Gaza Strip,Jordan,77635389.37
Gaza Strip,Kuwait,2066798.1
Gaza Strip,Paraguay,70573.64
Gaza Strip,Qatar,9030.1
Gaza Strip,Saudi Arabia,10136855.27
Gaza Strip,South Korea,1618955.53
Gaza Strip,Sudan,257.48
Gaza Strip,United Arab Emirates,11149807.36
Gaza Strip,Yemen,15608.24
Georgia,Albania,53271.47
Georgia,Armenia,26906863.14
Georgia,Azerbaijan,22644864.09
Georgia,China (mainland),1537.47
Georgia,Egypt,376.79
Georgia,France,41272.4
Georgia,Germany,12449.7
Georgia,Hong Kong SAR,11311.95
Georgia,India,48172.17
Georgia,Iran,351.24
Georgia,Iraq,11285.6
Georgia,Ireland,159363.21
Georgia,Israel,77.31
Georgia,Kyrgyzstan,69907.47
Georgia,Lithuania,130413.37
Georgia,North Korea,6790.01
Georgia,Pakistan,4283.99
Georgia,Russia,15659.2
Georgia,Spain,2972.23
Georgia,Switzerland,73.25
Georgia,Tajikistan,30652.59
Georgia,Turkey,64839.18000000001
Georgia,Turkmenistan,3466681.06
Georgia,Ukraine,236153.53999999998
Georgia,Uzbekistan,156657.28
Germany,Afghanistan,47133030.32
Germany,Albania,3713479.8600000003
Germany,Algeria,30548.91
Germany,Andorra,2865344.46
Germany,Angola,43549644.07
Germany,Anguilla,2709.99
Germany,Antigua and Barbuda,133519.71
Germany,Argentina,860689.23
Germany,Armenia,4517224.63
Germany,Aruba,68294.3
Germany,Australia,15630976.62
Germany,Austria,3583124058.6
Germany,Azerbaijan,38512815.34
Germany,Bahamas,3626290.56
Germany,Bahrain,1368750.26
Germany,Bangladesh,10091.3
Germany,Barbados,9901008.77
Germany,Belarus,178327189.67
Germany,Belgium,3371018722.44
Germany,Belize,94862.01
Germany,Benin,35625.86
Germany,Bermuda,70941.2
Germany,Bhutan,43587.76
Germany,Bolivia,2711.86
Germany,Bosnia and Herzegovina,51054210.36
Germany,Brazil,2234490.92
Germany,British Indian Ocean Territories,1830.07
Germany,British Virgin Islands,261702.90000000002
Germany,Brunei,2123988.38
Germany,Bulgaria,629532992.4399999
Germany,Burkina Faso,2487.56
Germany,Burundi,58867.42
Germany,Cambodia,105627.37000000001
Germany,Cameroon,576466.43
Germany,Canada,315630663.38
Germany,Cape Verde,133774.79
Germany,Central African Republic,138806.42
